accident_severity,special_conditions_at_site,pedestrian_movement,road_surface_conditions,light_conditions,weather_conditions,age_of_vehicle,sex_of_driver,age_of_driver,junction_location,junction_detail,junction_control,did_police_officer_attend_scene_of_accident,day_of_week
247164,2,0.0,0.0,1.0,4,1,2.6390573296152584,1.0,4.060443010546419,6.0,3.0,4.0,1.0,6
24159,2,0.0,3.0,2.0,4,2,2.70805020110221,1.0,3.6109179126442243,1.0,9.0,2.0,1.0,2
166902,2,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,4.406719247264253,1.0,3.0,4.0,1.0,7
93893,2,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,3.8066624897703196,1.0,8.0,4.0,1.0,6
62381,2,0.0,9.0,1.0,1,1,2.4849066497880004,2.0,3.871201010907891,5.0,3.0,4.0,1.0,7
152657,2,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,2.833213344056216,1.0,3.0,4.0,1.0,7
181971,2,0.0,0.0,2.0,6,1,2.3978952727983707,1.0,3.6109179126442243,1.0,3.0,4.0,1.0,2
52841,2,0.0,0.0,2.0,1,1,2.833213344056216,1.0,2.995732273553991,1.0,3.0,4.0,1.0,6
85797,2,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,4.02535169073515,8.0,1.0,2.0,1.0,2
244746,2,0.0,0.0,2.0,6,2,2.5649493574615367,1.0,2.9444389791664403,8.0,3.0,4.0,1.0,7
243847,2,0.0,0.0,2.0,1,2,2.3978952727983707,1.0,3.970291913552122,1.0,6.0,4.0,2.0,6
175976,2,0.0,4.0,1.0,1,1,1.0986122886681098,2.0,3.828641396489095,1.0,8.0,4.0,1.0,6
243846,2,0.0,0.0,2.0,1,2,2.3978952727983707,1.0,3.970291913552122,1.0,6.0,4.0,2.0,6
243845,2,0.0,0.0,1.0,1,1,2.5649493574615367,1.0,3.091042453358316,1.0,9.0,4.0,1.0,3
243844,2,0.0,0.0,1.0,1,1,1.6094379124341003,1.0,4.204692619390966,1.0,9.0,4.0,1.0,3
116015,2,0.0,3.0,1.0,1,1,2.70805020110221,2.0,3.5553480614894135,1.0,3.0,4.0,1.0,6
60739,2,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,2.9444389791664403,8.0,3.0,4.0,1.0,4
243835,2,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,3.6375861597263857,1.0,6.0,2.0,1.0,5
116016,2,0.0,0.0,1.0,1,1,2.70805020110221,2.0,3.5553480614894135,1.0,3.0,4.0,1.0,6
116017,2,0.0,4.0,1.0,1,1,1.3862943611198906,1.0,3.828641396489095,5.0,3.0,4.0,1.0,3
229207,2,0.0,0.0,1.0,1,1,1.3862943611198906,2.0,4.007333185232471,1.0,3.0,4.0,1.0,4
62128,2,0.0,1.0,1.0,1,1,2.1972245773362196,2.0,4.1588830833596715,2.0,3.0,4.0,1.0,4
246720,2,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,3.5553480614894135,1.0,3.0,4.0,1.0,3
246721,2,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,3.4011973816621555,1.0,3.0,4.0,1.0,3
208723,2,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,3.784189633918261,1.0,3.0,4.0,1.0,7
62133,2,0.0,0.0,1.0,1,1,1.791759469228055,2.0,3.7376696182833684,1.0,3.0,2.0,1.0,5
229206,2,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,3.784189633918261,5.0,3.0,4.0,1.0,4
208732,2,0.0,0.0,1.0,1,1,1.791759469228055,2.0,3.332204510175204,8.0,1.0,4.0,1.0,7
24546,2,0.0,3.0,1.0,4,1,2.9444389791664403,1.0,3.58351893845611,8.0,1.0,2.0,1.0,6
246739,2,0.0,0.0,2.0,1,2,2.4849066497880004,1.0,3.58351893845611,1.0,7.0,4.0,1.0,7
246740,2,0.0,0.0,2.0,1,2,2.4849066497880004,1.0,3.58351893845611,1.0,7.0,4.0,1.0,7
246741,2,0.0,0.0,2.0,1,2,2.4849066497880004,2.0,4.060443010546419,1.0,7.0,4.0,1.0,7
246742,2,0.0,0.0,2.0,1,2,2.4849066497880004,2.0,4.060443010546419,1.0,7.0,4.0,1.0,7
24524,2,2.0,0.0,5.0,4,5,1.3862943611198906,1.0,4.2626798770413155,8.0,6.0,2.0,2.0,5
244741,2,0.0,0.0,1.0,1,1,2.8903717578961645,1.0,4.2626798770413155,8.0,3.0,4.0,1.0,2
243819,2,0.0,0.0,1.0,1,1,2.5649493574615367,1.0,3.091042453358316,8.0,6.0,4.0,1.0,4
116003,2,0.0,0.0,1.0,4,1,2.8903717578961645,1.0,3.1780538303479458,8.0,6.0,2.0,1.0,1
166552,2,0.0,1.0,1.0,4,1,1.3862943611198906,1.0,3.295836866004329,8.0,9.0,4.0,1.0,6
244747,2,0.0,0.0,2.0,6,2,2.5649493574615367,1.0,2.9444389791664403,8.0,3.0,4.0,1.0,7
24604,2,0.0,0.0,2.0,4,2,2.302585092994046,1.0,3.784189633918261,8.0,6.0,2.0,1.0,5
60753,2,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.9889840465642745,8.0,3.0,4.0,1.0,1
207265,2,0.0,0.0,2.0,1,8,0.6931471805599453,1.0,4.219507705176107,1.0,3.0,4.0,1.0,5
229229,2,0.0,1.0,1.0,4,1,2.0794415416798357,1.0,3.871201010907891,4.0,1.0,4.0,1.0,7
246589,2,0.0,0.0,1.0,1,1,2.302585092994046,1.0,4.23410650459726,2.0,3.0,4.0,1.0,3
246590,2,0.0,0.0,1.0,1,1,2.6390573296152584,1.0,3.912023005428146,1.0,3.0,4.0,1.0,3
85937,2,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.9318256327243257,8.0,3.0,4.0,1.0,4
60750,2,0.0,0.0,1.0,1,1,2.6390573296152584,1.0,2.9444389791664403,8.0,6.0,4.0,1.0,1
207245,2,0.0,0.0,1.0,1,1,2.833213344056216,2.0,3.2188758248682006,8.0,6.0,4.0,1.0,4
207244,2,0.0,0.0,1.0,1,1,2.3978952727983707,2.0,4.30406509320417,8.0,6.0,4.0,1.0,4
243859,2,0.0,0.0,1.0,1,9,2.8903717578961645,1.0,3.713572066704308,8.0,1.0,4.0,1.0,2
243850,2,0.0,0.0,2.0,1,2,2.3978952727983707,1.0,4.189654742026425,1.0,6.0,4.0,2.0,6
243849,2,0.0,0.0,2.0,1,2,2.3978952727983707,1.0,4.189654742026425,1.0,6.0,4.0,2.0,6
85933,2,0.0,0.0,1.0,1,1,2.6390573296152584,1.0,4.007333185232471,8.0,6.0,4.0,1.0,4
85932,2,0.0,0.0,1.0,1,1,1.3862943611198906,2.0,3.970291913552122,8.0,6.0,4.0,1.0,4
207239,2,0.0,3.0,1.0,4,1,2.8903717578961645,2.0,3.8918202981106265,8.0,1.0,4.0,1.0,4
153123,2,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,4.110873864173311,1.0,3.0,4.0,1.0,4
246624,2,0.0,9.0,1.0,1,1,2.0794415416798357,1.0,3.6109179126442243,5.0,3.0,4.0,1.0,6
94266,2,0.0,0.0,1.0,1,1,2.6390573296152584,1.0,4.007333185232471,8.0,3.0,4.0,1.0,4
27246,2,0.0,0.0,1.0,1,1,2.70805020110221,1.0,4.007333185232471,8.0,6.0,4.0,1.0,1
153115,2,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,2.8903717578961645,1.0,8.0,4.0,1.0,5
103485,2,0.0,0.0,2.0,1,1,2.5649493574615367,2.0,4.02535169073515,1.0,3.0,4.0,1.0,6
24618,2,0.0,0.0,2.0,4,2,2.4849066497880004,1.0,3.258096538021482,8.0,6.0,2.0,1.0,6
27247,2,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,3.044522437723423,8.0,6.0,4.0,1.0,1
207223,2,0.0,1.0,1.0,4,1,1.0986122886681098,2.0,3.5263605246161616,2.0,3.0,4.0,1.0,3
246678,2,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,4.127134385045092,8.0,3.0,4.0,1.0,7
207220,2,0.0,0.0,1.0,4,1,2.4849066497880004,1.0,3.1780538303479458,1.0,8.0,4.0,2.0,3
243848,2,0.0,0.0,2.0,1,2,2.3978952727983707,1.0,3.970291913552122,1.0,6.0,4.0,2.0,6
246682,2,0.0,0.0,1.0,1,1,3.9512437185814275,1.0,4.23410650459726,8.0,3.0,4.0,1.0,1
24353,2,0.0,0.0,1.0,4,1,2.1972245773362196,1.0,3.091042453358316,1.0,3.0,4.0,1.0,2
153046,2,0.0,0.0,1.0,1,1,2.1972245773362196,2.0,4.430816798843313,6.0,3.0,4.0,1.0,2
114728,2,0.0,1.0,2.0,1,1,1.791759469228055,2.0,3.4965075614664802,1.0,3.0,2.0,1.0,4
62180,2,0.0,0.0,1.0,4,1,1.0986122886681098,2.0,3.091042453358316,2.0,3.0,4.0,1.0,7
62181,2,0.0,1.0,2.0,4,1,2.3978952727983707,1.0,4.007333185232471,1.0,3.0,4.0,1.0,1
93894,2,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,3.8066624897703196,1.0,8.0,4.0,1.0,6
116110,2,0.0,6.0,1.0,1,1,2.5649493574615367,2.0,3.871201010907891,4.0,2.0,4.0,1.0,4
85849,2,0.0,1.0,1.0,1,1,1.6094379124341003,1.0,4.04305126783455,1.0,3.0,4.0,1.0,2
183060,2,0.0,2.0,1.0,1,1,2.772588722239781,1.0,3.784189633918261,1.0,3.0,2.0,1.0,3
85834,2,0.0,0.0,2.0,4,1,2.8903717578961645,1.0,3.912023005428146,8.0,3.0,4.0,1.0,1
114719,2,0.0,0.0,2.0,4,1,1.3862943611198906,1.0,3.58351893845611,8.0,3.0,4.0,2.0,2
183061,2,0.0,0.0,1.0,1,1,2.772588722239781,1.0,3.784189633918261,1.0,3.0,2.0,1.0,3
62202,2,0.0,0.0,1.0,1,1,2.302585092994046,1.0,3.2188758248682006,8.0,3.0,4.0,1.0,6
116126,2,0.0,0.0,1.0,1,1,2.302585092994046,1.0,2.995732273553991,5.0,3.0,4.0,1.0,7
154604,2,4.0,0.0,2.0,4,2,0.6931471805599453,1.0,3.7376696182833684,4.0,1.0,2.0,1.0,6
116127,2,0.0,0.0,1.0,1,1,2.302585092994046,1.0,2.995732273553991,5.0,3.0,4.0,1.0,7
62203,2,0.0,0.0,1.0,1,1,1.6094379124341003,1.0,3.1354942159291497,8.0,3.0,4.0,1.0,6
183062,2,0.0,3.0,1.0,1,1,2.302585092994046,1.0,3.1780538303479458,1.0,3.0,4.0,1.0,2
183068,2,0.0,0.0,1.0,1,1,3.1354942159291497,1.0,3.091042453358316,4.0,1.0,4.0,1.0,2
52842,2,0.0,0.0,2.0,1,1,2.1972245773362196,2.0,4.060443010546419,1.0,3.0,4.0,1.0,6
27390,2,0.0,0.0,2.0,4,2,2.0794415416798357,1.0,3.5553480614894135,8.0,6.0,4.0,1.0,7
207139,2,0.0,0.0,1.0,4,4,2.1972245773362196,1.0,4.143134726391533,1.0,3.0,4.0,1.0,7
246904,2,0.0,0.0,1.0,7,1,2.8903717578961645,3.0,3.258096538021482,8.0,3.0,4.0,2.0,2
246905,2,0.0,0.0,1.0,7,1,2.8903717578961645,3.0,3.258096538021482,8.0,3.0,4.0,2.0,2
114108,2,0.0,0.0,2.0,1,1,2.5649493574615367,1.0,3.4339872044851463,1.0,9.0,4.0,1.0,3
154605,2,4.0,0.0,2.0,4,2,0.6931471805599453,1.0,3.7376696182833684,4.0,1.0,2.0,1.0,6
85798,2,0.0,2.0,1.0,1,1,1.9459101490553132,1.0,3.4011973816621555,5.0,3.0,4.0,1.0,3
24370,2,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.2188758248682006,2.0,3.0,4.0,1.0,7
24369,2,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.2188758248682006,2.0,3.0,4.0,1.0,7
62237,2,0.0,0.0,1.0,1,1,2.3978952727983707,2.0,3.1354942159291497,1.0,6.0,4.0,1.0,4
229193,2,0.0,0.0,1.0,1,1,1.3862943611198906,2.0,3.871201010907891,8.0,6.0,4.0,1.0,5
166549,2,0.0,0.0,2.0,1,1,2.302585092994046,1.0,3.367295829986474,3.0,1.0,4.0,1.0,4
207184,2,0.0,0.0,1.0,6,1,2.302585092994046,1.0,4.060443010546419,1.0,3.0,4.0,1.0,2
114131,2,0.0,3.0,2.0,1,1,2.302585092994046,1.0,3.091042453358316,5.0,3.0,4.0,1.0,2
24517,2,0.0,0.0,1.0,4,1,1.3862943611198906,1.0,3.4965075614664802,1.0,3.0,2.0,2.0,7
229202,2,0.0,1.0,1.0,1,1,2.772588722239781,2.0,4.02535169073515,1.0,3.0,4.0,1.0,4
114154,2,0.0,0.0,2.0,1,4,2.302585092994046,1.0,3.044522437723423,3.0,1.0,4.0,1.0,1
61181,2,0.0,0.0,2.0,4,1,2.772588722239781,1.0,4.07753744390572,1.0,1.0,4.0,1.0,2
85886,2,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.9512437185814275,8.0,3.0,4.0,1.0,1
229201,2,0.0,0.0,1.0,1,1,2.772588722239781,2.0,4.02535169073515,1.0,3.0,4.0,1.0,4
24506,2,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,2.8903717578961645,1.0,6.0,4.0,1.0,6
154599,2,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,3.1354942159291497,8.0,3.0,4.0,1.0,7
26555,2,0.0,0.0,1.0,1,1,2.4849066497880004,2.0,4.477336814478207,1.0,3.0,4.0,1.0,6
62152,2,0.0,0.0,2.0,4,1,1.9459101490553132,1.0,3.044522437723423,1.0,3.0,4.0,1.0,5
207200,2,0.0,4.0,1.0,1,1,0.6931471805599453,2.0,3.8066624897703196,1.0,3.0,4.0,1.0,3
153004,2,0.0,0.0,1.0,1,1,2.3978952727983707,1.0,4.174387269895637,8.0,3.0,4.0,1.0,7
26556,2,0.0,0.0,1.0,1,1,1.6094379124341003,2.0,3.258096538021482,1.0,3.0,4.0,1.0,6
153003,2,0.0,0.0,1.0,1,1,2.3978952727983707,1.0,4.174387269895637,8.0,3.0,4.0,1.0,7
116060,2,0.0,0.0,1.0,1,1,1.6094379124341003,1.0,3.7612001156935624,8.0,8.0,4.0,2.0,7
94281,2,0.0,9.0,1.0,1,1,2.0794415416798357,2.0,3.4965075614664802,6.0,8.0,4.0,1.0,5
60731,2,0.0,3.0,1.0,4,1,2.3978952727983707,1.0,3.58351893845611,2.0,6.0,4.0,1.0,7
244714,2,0.0,0.0,1.0,7,9,2.995732273553991,1.0,3.4965075614664802,1.0,3.0,4.0,1.0,7
154603,2,4.0,0.0,2.0,4,2,0.6931471805599453,2.0,3.7376696182833684,8.0,1.0,2.0,1.0,6
116078,2,0.0,0.0,2.0,5,1,2.1972245773362196,1.0,3.091042453358316,2.0,3.0,2.0,1.0,1
207188,2,0.0,0.0,1.0,4,1,2.5649493574615367,1.0,3.091042453358316,8.0,3.0,4.0,1.0,2
60730,2,0.0,0.0,1.0,4,1,2.3978952727983707,1.0,3.58351893845611,2.0,6.0,4.0,1.0,7
207187,2,0.0,0.0,1.0,4,1,2.302585092994046,1.0,3.8066624897703196,8.0,3.0,4.0,1.0,2
24484,2,0.0,0.0,4.0,4,1,2.1972245773362196,1.0,3.367295829986474,8.0,3.0,4.0,1.0,1
116092,2,0.0,0.0,1.0,1,1,1.791759469228055,1.0,3.9889840465642745,2.0,3.0,4.0,1.0,3
208733,2,0.0,0.0,1.0,1,1,1.6094379124341003,2.0,3.7376696182833684,4.0,1.0,4.0,1.0,7
208746,2,0.0,0.0,1.0,1,1,2.833213344056216,1.0,3.367295829986474,1.0,3.0,4.0,1.0,6
229727,2,0.0,3.0,1.0,1,1,2.70805020110221,1.0,3.912023005428146,6.0,3.0,4.0,1.0,5
116416,2,0.0,3.0,2.0,4,1,3.091042453358316,1.0,2.9444389791664403,1.0,3.0,4.0,1.0,4
244883,2,0.0,0.0,1.0,6,1,1.6094379124341003,2.0,4.394449154672439,1.0,6.0,4.0,1.0,1
243664,2,0.0,0.0,1.0,1,9,2.5649493574615367,1.0,4.343805421853684,8.0,6.0,4.0,2.0,6
113889,2,0.0,0.0,1.0,4,1,3.1354942159291497,1.0,3.4965075614664802,1.0,1.0,4.0,1.0,7
228939,2,0.0,0.0,1.0,4,1,2.70805020110221,1.0,3.091042453358316,1.0,3.0,4.0,1.0,4
42552,2,0.0,3.0,1.0,4,1,0.6931471805599453,1.0,3.2188758248682006,8.0,6.0,4.0,1.0,7
182196,2,0.0,0.0,4.0,1,1,2.5649493574615367,1.0,3.784189633918261,1.0,3.0,4.0,1.0,5
206619,2,0.0,1.0,2.0,4,2,2.5649493574615367,1.0,3.9512437185814275,8.0,3.0,4.0,1.0,7
183580,2,0.0,0.0,1.0,1,1,1.6094379124341003,2.0,3.9889840465642745,6.0,3.0,4.0,1.0,1
183581,2,0.0,0.0,1.0,1,1,2.0794415416798357,1.0,3.332204510175204,1.0,3.0,4.0,1.0,1
206606,2,0.0,1.0,1.0,4,1,2.833213344056216,1.0,3.6375861597263857,8.0,3.0,4.0,1.0,7
23410,2,0.0,0.0,1.0,1,1,1.791759469228055,1.0,3.367295829986474,8.0,6.0,4.0,1.0,3
229614,2,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,2.833213344056216,1.0,8.0,4.0,1.0,3
23409,2,0.0,1.0,1.0,1,1,1.791759469228055,1.0,3.367295829986474,8.0,6.0,4.0,1.0,3
228938,2,0.0,0.0,1.0,4,1,2.70805020110221,1.0,3.091042453358316,1.0,3.0,4.0,1.0,4
228948,2,0.0,0.0,1.0,1,1,2.6390573296152584,1.0,4.127134385045092,1.0,8.0,4.0,1.0,5
166394,2,0.0,0.0,1.0,1,1,2.8903717578961645,2.0,3.258096538021482,8.0,8.0,4.0,1.0,7
228933,2,0.0,0.0,1.0,1,1,1.3862943611198906,2.0,4.330733340286331,8.0,3.0,4.0,1.0,4
244577,2,0.0,2.0,1.0,1,1,2.6390573296152584,1.0,4.343805421853684,2.0,3.0,4.0,1.0,2
166393,2,0.0,0.0,1.0,1,1,2.5649493574615367,2.0,3.1354942159291497,8.0,8.0,4.0,1.0,7
155426,2,0.0,0.0,2.0,1,2,1.9459101490553132,2.0,3.9318256327243257,2.0,3.0,4.0,1.0,1
228932,2,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.58351893845611,1.0,8.0,4.0,1.0,4
228931,2,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.58351893845611,1.0,8.0,4.0,1.0,4
206587,2,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,3.1354942159291497,8.0,3.0,2.0,1.0,6
244572,2,0.0,0.0,1.0,1,1,2.3978952727983707,1.0,2.8903717578961645,1.0,7.0,2.0,2.0,1
155427,2,0.0,0.0,2.0,1,2,1.791759469228055,2.0,3.6109179126442243,1.0,3.0,4.0,1.0,1
206586,2,0.0,1.0,1.0,1,1,2.1972245773362196,2.0,4.060443010546419,1.0,6.0,2.0,1.0,6
206576,2,0.0,0.0,2.0,1,1,1.3862943611198906,1.0,3.091042453358316,8.0,3.0,4.0,1.0,6
243504,2,0.0,0.0,1.0,1,1,2.833213344056216,2.0,3.4339872044851463,1.0,3.0,4.0,1.0,2
155421,2,0.0,3.0,2.0,4,1,2.70805020110221,1.0,3.4657359027997265,6.0,8.0,4.0,1.0,4
228930,2,0.0,0.0,1.0,1,1,2.5649493574615367,1.0,4.1588830833596715,1.0,8.0,4.0,1.0,4
113890,2,0.0,0.0,1.0,4,1,2.6390573296152584,1.0,3.9889840465642745,2.0,1.0,4.0,1.0,7
218003,2,0.0,2.0,2.0,1,1,2.70805020110221,1.0,4.248495242049359,2.0,9.0,4.0,2.0,6
152161,2,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,3.58351893845611,1.0,8.0,4.0,1.0,5
152160,2,0.0,0.0,1.0,1,1,2.0794415416798357,2.0,3.8501476017100584,1.0,8.0,4.0,1.0,5
116728,2,0.0,4.0,1.0,1,1,2.5649493574615367,1.0,3.9512437185814275,2.0,3.0,4.0,1.0,5
152159,2,0.0,0.0,1.0,1,1,2.0794415416798357,2.0,3.8501476017100584,1.0,8.0,4.0,1.0,5
152158,2,0.0,0.0,1.0,1,1,2.0794415416798357,2.0,3.8501476017100584,1.0,8.0,4.0,1.0,5
62678,2,4.0,0.0,2.0,1,1,0.6931471805599453,1.0,3.1780538303479458,1.0,3.0,4.0,1.0,3
23533,2,0.0,2.0,1.0,1,1,1.3862943611198906,2.0,3.6888794541139363,2.0,3.0,4.0,1.0,6
183494,2,0.0,0.0,1.0,1,1,2.3978952727983707,2.0,3.5263605246161616,1.0,5.0,2.0,1.0,4
206659,2,0.0,0.0,1.0,4,1,1.791759469228055,1.0,3.295836866004329,8.0,3.0,4.0,1.0,2
208881,2,0.0,0.0,1.0,4,1,2.4849066497880004,1.0,3.367295829986474,1.0,3.0,4.0,1.0,7
62689,2,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,3.970291913552122,1.0,6.0,2.0,1.0,3
62692,2,0.0,0.0,1.0,1,1,1.0986122886681098,1.0,3.091042453358316,8.0,1.0,4.0,1.0,4
166395,2,0.0,0.0,1.0,1,1,2.8903717578961645,2.0,3.258096538021482,8.0,8.0,4.0,1.0,7
52593,2,0.0,0.0,1.0,4,1,2.3978952727983707,1.0,3.4339872044851463,8.0,6.0,4.0,1.0,1
228976,2,0.0,1.0,1.0,1,1,2.3978952727983707,2.0,4.276666119016055,2.0,3.0,2.0,1.0,6
155415,2,0.0,0.0,1.0,1,1,2.833213344056216,1.0,4.007333185232471,4.0,1.0,4.0,1.0,2
228969,2,0.0,9.0,1.0,1,1,2.8903717578961645,1.0,4.189654742026425,1.0,3.0,4.0,2.0,4
155416,2,0.0,0.0,1.0,1,1,2.833213344056216,1.0,4.007333185232471,4.0,1.0,4.0,1.0,2
175840,2,0.0,0.0,1.0,1,1,0.6931471805599453,2.0,2.8903717578961645,6.0,3.0,4.0,1.0,5
228963,2,0.0,0.0,1.0,1,1,3.044522437723423,1.0,3.258096538021482,1.0,8.0,4.0,1.0,4
116759,2,0.0,0.0,1.0,1,1,2.6390573296152584,1.0,3.871201010907891,8.0,8.0,4.0,1.0,1
62722,2,0.0,0.0,1.0,1,1,2.3978952727983707,2.0,3.6635616461296463,1.0,3.0,4.0,1.0,6
152052,2,0.0,0.0,1.0,1,1,2.0794415416798357,1.0,3.258096538021482,2.0,3.0,4.0,1.0,3
152047,2,0.0,1.0,1.0,1,1,1.3862943611198906,1.0,4.02535169073515,1.0,3.0,2.0,1.0,3
247736,2,0.0,9.0,1.0,1,9,1.0986122886681098,1.0,3.5553480614894135,8.0,1.0,4.0,2.0,4
247747,2,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,3.2188758248682006,8.0,3.0,4.0,1.0,6
247689,2,0.0,0.0,1.0,6,1,2.5649493574615367,1.0,3.332204510175204,1.0,5.0,4.0,1.0,7
151962,2,0.0,0.0,2.0,1,1,2.3978952727983707,1.0,3.4657359027997265,1.0,3.0,4.0,1.0,4
243503,2,0.0,0.0,1.0,1,1,2.70805020110221,1.0,3.6635616461296463,1.0,3.0,4.0,1.0,2
247877,2,0.0,0.0,1.0,1,1,1.6094379124341003,1.0,3.970291913552122,8.0,3.0,4.0,1.0,3
116908,2,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,4.060443010546419,8.0,3.0,4.0,1.0,2
206535,2,0.0,0.0,2.0,6,2,2.995732273553991,2.0,3.9889840465642745,1.0,6.0,4.0,1.0,4
60571,2,0.0,0.0,1.0,1,1,2.772588722239781,1.0,3.295836866004329,5.0,3.0,4.0,1.0,6
151849,2,0.0,0.0,1.0,1,1,0.6931471805599453,2.0,3.4339872044851463,2.0,3.0,4.0,1.0,3
151848,2,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,4.330733340286331,1.0,3.0,4.0,1.0,3
151847,2,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,4.330733340286331,1.0,3.0,4.0,1.0,3
248018,2,0.0,1.0,1.0,1,9,2.302585092994046,2.0,3.8066624897703196,8.0,3.0,4.0,1.0,3
206532,2,0.0,0.0,2.0,4,2,1.0986122886681098,2.0,3.044522437723423,8.0,6.0,4.0,1.0,4
23248,2,0.0,3.0,1.0,1,1,1.9459101490553132,2.0,3.7612001156935624,1.0,6.0,2.0,1.0,5
116922,2,0.0,1.0,1.0,1,1,1.9459101490553132,1.0,4.04305126783455,1.0,3.0,4.0,1.0,5
206531,2,0.0,0.0,2.0,4,2,1.0986122886681098,2.0,3.044522437723423,8.0,6.0,4.0,1.0,4
248030,2,0.0,0.0,1.0,1,1,3.044522437723423,1.0,3.9889840465642745,8.0,1.0,4.0,1.0,3
60572,2,0.0,0.0,1.0,1,1,2.772588722239781,1.0,3.295836866004329,5.0,3.0,4.0,1.0,6
206530,2,0.0,0.0,2.0,4,2,1.0986122886681098,2.0,3.044522437723423,8.0,6.0,4.0,1.0,4
62850,2,0.0,0.0,5.0,4,5,0.6931471805599453,1.0,3.58351893845611,5.0,5.0,4.0,1.0,2
206508,2,0.0,4.0,1.0,4,1,2.70805020110221,1.0,3.4339872044851463,1.0,3.0,4.0,1.0,3
103933,2,0.0,0.0,2.0,4,2,2.3978952727983707,1.0,3.044522437723423,8.0,3.0,4.0,1.0,6
103934,2,0.0,0.0,2.0,4,2,2.3978952727983707,1.0,3.044522437723423,8.0,3.0,4.0,1.0,6
206504,2,0.0,0.0,1.0,1,1,2.6390573296152584,1.0,4.290459441148391,8.0,3.0,4.0,1.0,3
248050,2,0.0,0.0,1.0,1,1,2.70805020110221,1.0,4.430816798843313,8.0,3.0,4.0,1.0,3
87507,2,0.0,0.0,1.0,1,1,2.9444389791664403,1.0,3.8918202981106265,1.0,8.0,4.0,1.0,6
116946,2,0.0,0.0,1.0,1,1,3.044522437723423,1.0,2.995732273553991,1.0,3.0,4.0,1.0,7
248061,2,0.0,0.0,1.0,1,1,2.0794415416798357,1.0,3.7612001156935624,1.0,3.0,4.0,1.0,3
248062,2,0.0,0.0,1.0,1,1,2.0794415416798357,1.0,3.7612001156935624,1.0,3.0,4.0,1.0,3
103935,2,0.0,0.0,2.0,4,2,2.3978952727983707,1.0,3.044522437723423,8.0,3.0,4.0,1.0,6
116947,2,0.0,0.0,1.0,1,1,3.044522437723423,1.0,2.995732273553991,1.0,3.0,4.0,1.0,7
167069,2,0.0,0.0,2.0,1,2,1.3862943611198906,1.0,3.091042453358316,1.0,3.0,4.0,1.0,2
116907,2,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,4.060443010546419,8.0,3.0,4.0,1.0,2
155446,2,0.0,0.0,1.0,4,1,2.0794415416798357,2.0,3.4339872044851463,5.0,3.0,2.0,1.0,5
116905,2,0.0,9.0,1.0,1,1,1.791759469228055,1.0,3.871201010907891,1.0,6.0,2.0,1.0,4
206570,2,0.0,0.0,2.0,6,5,1.9459101490553132,1.0,3.9318256327243257,8.0,1.0,4.0,1.0,5
155428,2,0.0,0.0,2.0,1,2,1.791759469228055,2.0,3.6109179126442243,1.0,3.0,4.0,1.0,1
208902,2,0.0,0.0,2.0,1,1,1.0986122886681098,1.0,3.912023005428146,1.0,6.0,4.0,1.0,6
103932,2,0.0,0.0,2.0,4,2,2.3978952727983707,1.0,3.044522437723423,8.0,3.0,4.0,1.0,6
247909,2,0.0,0.0,1.0,1,1,1.6094379124341003,1.0,3.912023005428146,1.0,9.0,4.0,1.0,6
52536,2,0.0,0.0,1.0,6,1,2.3978952727983707,1.0,2.833213344056216,1.0,6.0,4.0,1.0,7
228894,2,0.0,0.0,1.0,1,1,2.5649493574615367,1.0,3.5553480614894135,1.0,3.0,4.0,1.0,2
